"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","nyrs_since_last_renovation","zipcode","sqft_living15","sqft_lot15","daten"
"1650",520000,4,2,2000,6380,2,0,0,4,6,1860,140,1949,66,"98115",1600,6380,83
"29",438000,3,1.75,1520,6380,1,0,0,3,7,790,730,1948,67,"98115",1520,6235,53
"16388",935000,4,3,3680,7105,2,0,2,3,10,2890,790,2008,7,"98115",1580,6815,110
"7320",970000,2,1,1290,5376,1,0,0,3,6,1290,0,1945,70,"98115",1180,5376,336
"5420",654000,4,2.5,2240,7540,1,0,0,3,8,1540,700,1962,53,"98115",1960,7250,83
"1976",2e+05,1,0.75,680,9600,1,0,0,3,5,680,0,1947,68,"98115",1580,6624,195
"14383",550000,4,2.75,2160,5005,1,0,0,3,7,1430,730,1987,28,"98115",1770,5326,61
"8622",564000,5,2.25,2140,8700,1,0,2,3,8,1220,920,1962,53,"98115",1720,6670,347
"18759",650000,3,2.5,2220,6380,1.5,0,0,4,8,1660,560,1931,84,"98115",950,6380,150
"8436",520000,2,1,1340,6380,1,0,0,3,7,890,450,1939,76,"98115",1380,6380,286
"16118",290000,2,1,1020,6380,1,0,0,3,7,1020,0,1930,42,"98115",1380,6380,157
"4341",561500,3,1.75,1960,6380,1,0,0,4,7,980,980,1939,76,"98115",1480,6380,56
"2862",443000,2,1,1130,5413,1,0,0,3,7,880,250,1939,76,"98115",1250,5413,213
"7498",365000,2,1.5,1200,6380,1,0,0,3,7,1200,0,1929,86,"98115",1290,6598,227
"256",592500,2,2,1420,9191,1.5,0,2,5,7,1420,0,1928,87,"98115",1420,6816,17
"18797",536000,3,1.75,1300,5413,1.5,0,0,3,7,1300,0,1925,23,"98115",1590,6380,7
"672",435000,4,2.5,1700,6380,1,0,0,4,7,850,850,1940,75,"98115",1380,6380,133
"3046",445000,4,2.5,2170,5257,2,0,0,3,7,2170,0,1989,26,"98115",1430,7528,132
"1328",389000,2,1,910,7000,1,0,0,3,7,910,0,1952,63,"98115",1260,7528,27
"5656",378500,2,1,730,7528,1,0,0,3,7,730,0,1946,69,"98115",1620,7528,38
"7962",495000,4,1.75,1600,6380,1,0,0,3,8,1130,470,1959,56,"98125",1090,6380,0
"881",414900,3,1.5,1260,9570,1,0,0,3,7,870,390,1941,74,"98115",1620,7000,116
"18818",452000,3,1.75,1880,16239,1,0,0,3,7,880,1000,1922,93,"98115",1260,7528,111
"8716",460000,2,2.5,1830,8107,1,0,0,5,7,930,900,1946,69,"98125",1260,6960,111
"7903",463000,3,2,1590,5009,2,0,0,4,6,1590,0,1985,30,"98125",1730,6380,277
"8534",395000,1,1,900,6380,1,0,0,3,6,900,0,1947,68,"98125",1830,6380,361
"13582",580000,3,1.75,1950,10633,1,0,0,3,7,1250,700,1978,37,"98125",1290,6380,321
"9637",574500,4,1.5,1430,6380,1.5,0,0,4,9,1430,0,1930,85,"98125",1220,5112,171
"2622",490000,3,1,1600,6380,1.5,0,0,3,7,1400,200,1939,76,"98125",1760,6380,349
"3864",432000,3,2,1400,6380,1,0,0,4,7,700,700,1924,91,"98125",1690,5800,364
"18964",420000,3,1.5,1130,5413,1,0,0,3,7,940,190,1946,69,"98125",1400,7168,152
"17622",450000,2,1,1340,7250,1,0,0,4,7,1340,0,1951,64,"98125",1450,7026,179
"7206",630000,4,2.25,2900,9680,2,0,0,3,7,1990,910,1947,68,"98125",1850,7540,229
"4750",319000,2,1,750,6380,1,0,0,3,7,750,0,1949,66,"98125",1690,6495,230
"16367",399000,2,1,1120,8661,1,0,0,3,7,1120,0,1946,69,"98125",1470,7205,146
"4093",458000,3,1.5,1470,9570,1,0,0,3,7,1280,190,1941,74,"98125",1390,9570,355
"19583",375000,2,1,900,5413,1,0,0,3,7,900,0,1947,68,"98125",1280,6380,91
"4282",534950,5,1.5,2240,6337,1,0,0,3,8,1280,960,1956,59,"98125",1870,6380,70
"11118",465000,4,1.75,1470,5350,1,0,0,3,7,980,490,1955,60,"98125",1970,6138,40
"15271",457000,2,1.75,2060,7192,1,0,0,3,7,1420,640,1940,75,"98125",1860,7140,202
"19091",250000,2,1,800,5220,1,0,0,3,6,800,0,1943,72,"98125",1910,5376,185
"17721",559900,5,3,2200,6380,1,0,0,3,7,1440,760,1987,28,"98125",1960,5800,130
"21331",685000,4,3.5,2840,4637,3,0,0,3,8,2840,0,2008,7,"98125",1730,5279,45
"18548",450000,2,1,1380,4390,1,0,0,4,8,880,500,1931,84,"98115",1390,5234,54
"12882",560000,3,1,1140,7028,1,0,0,3,8,1140,0,1931,84,"98115",1350,6923,159
"685",4e+05,4,1,1420,4875,1.5,0,0,3,7,1420,0,1930,85,"98115",1110,5413,164
"16447",765000,4,2.5,4040,25752,2,0,0,3,10,4040,0,2000,15,"98038",3230,22247,171
"2926",699000,5,2.5,3340,24755,2,0,0,3,10,3340,0,2002,13,"98038",3420,23274,91
"8754",358000,3,1.5,2450,12497,1,0,0,4,7,2450,0,1967,48,"98065",1560,11700,55
"1992",299000,3,1.75,1730,14270,1,0,0,3,7,1730,0,1959,56,"98065",1600,11232,84
"15686",265000,3,1,1010,14948,1,0,0,5,6,1010,0,1969,46,"98059",1510,9600,165
"15430",320000,3,1.5,1490,10132,1,0,0,4,6,1490,0,1969,46,"98059",1720,9915,318
"15988",436000,5,3,2720,9856,2,0,0,4,8,2720,0,1969,46,"98059",1420,9685,327
"14659",320000,4,1.75,1710,10480,1.5,0,0,4,6,1710,0,1969,46,"98059",1750,10480,250
"1340",435000,4,2.25,2730,7506,2,0,0,4,8,2730,0,1987,28,"98058",2390,8015,311
"16015",252500,3,2,1810,10684,2,0,0,3,8,1810,0,1987,28,"98058",2140,9657,195
"4434",320000,4,2.75,2610,9077,1,0,0,4,8,1310,1300,1987,28,"98058",1900,10500,75
"13772",325000,4,2.5,2280,9899,2,0,0,3,8,2280,0,1987,28,"98058",1970,9451,201
"771",429900,4,2.5,2640,8625,2,0,0,3,8,2640,0,1987,28,"98058",2240,8700,48
"10291",485000,4,3,3110,18843,2,0,0,3,9,3110,0,1995,20,"98058",3080,14735,167
"6363",250000,2,1.5,1088,1360,2,0,0,3,7,1088,0,1983,32,"98034",1098,1469,46
"16306",321000,4,2.5,1830,9601,2,0,0,3,7,1830,0,2003,12,"98038",1830,5892,60
"12346",353000,4,2.5,1830,5331,2,0,0,3,7,1830,0,2002,13,"98038",1830,5175,227
"9408",305000,3,2.5,1690,5175,2,0,0,3,7,1690,0,2002,13,"98038",1830,5175,329
"6870",312000,4,2.5,1830,5175,2,0,0,3,7,1830,0,2003,12,"98038",1830,5175,32
"4821",349000,4,2.5,1830,4694,2,0,0,3,7,1830,0,2003,12,"98038",1830,5175,360
"8318",314950,3,2.5,1690,4533,2,0,0,3,7,1690,0,2003,12,"98038",1830,5175,311
"1857",339000,4,2.5,1830,8601,2,0,0,3,7,1830,0,2003,12,"98038",1830,5184,17
"571",338900,4,2.5,1830,5612,2,0,0,3,7,1830,0,2003,12,"98038",1830,5998,77
"2338",358000,4,2.5,1830,7308,2,0,0,3,7,1830,0,2002,13,"98038",1830,5692,367
"2055",297000,3,2.5,1690,4988,2,0,0,3,7,1690,0,2002,13,"98038",1830,4733,165
"17573",312900,4,2.5,1630,4473,2,0,0,3,7,1630,0,2003,12,"98038",1830,5082,25
"7693",295000,3,2.5,1690,4102,2,0,0,3,7,1690,0,2003,12,"98038",1830,4733,208
"13022",360000,4,2.5,2000,5500,2,0,0,3,8,2000,0,2003,12,"98038",2000,5512,222
"11219",425000,4,3,2430,5502,2,0,0,3,8,2430,0,2002,13,"98038",2000,5702,369
"1039",380000,4,2.5,2000,6921,2,0,0,3,8,2000,0,2003,12,"98038",2430,6339,294
"18041",409950,4,3,2430,7163,2,0,0,3,8,2430,0,2003,12,"98038",2430,6028,123
"19612",540000,5,3,3610,9775,2,0,0,3,8,3610,0,2003,12,"98038",2800,8582,42
"9411",549900,5,3,3610,7555,2,0,0,3,8,3610,0,2003,12,"98038",3610,7979,140
"8115",380000,4,3,2800,9764,2,0,0,3,8,2800,0,2002,13,"98038",3610,8194,18
"1230",457000,4,3,2800,7845,2,0,0,3,8,2800,0,2002,13,"98038",2800,6977,194
"7244",444000,4,3,2800,7198,2,0,0,3,8,2800,0,2002,13,"98038",3610,7845,102
"3823",549950,4,2.5,3780,6800,2,0,0,3,8,3780,0,2004,11,"98038",3640,7326,342
"2394",449950,4,3,2800,6977,2,0,0,3,8,2800,0,2003,12,"98038",2800,6600,117
"14446",410000,4,3,2430,7243,2,0,0,3,8,2430,0,2003,12,"98038",2430,7084,224
"4714",412000,4,3,2430,7242,2,0,0,3,8,2430,0,2003,12,"98038",2430,7242,353
"10116",555000,5,3,3640,6930,2,0,0,3,8,3640,0,2004,11,"98038",3740,7182,55
"8962",426000,4,2.5,2800,8494,2,0,0,3,8,2800,0,2004,11,"98038",3740,8494,18
"81",390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,12,"98038",2350,5363,214
"16433",399950,4,2.5,2350,5100,2,0,0,3,8,2350,0,2003,12,"98038",2190,5100,319
"11546",357500,3,3.5,2080,5100,2,0,0,3,8,2080,0,2004,11,"98038",2080,5100,60
"14642",335000,4,2.5,1830,4500,2,0,0,3,7,1830,0,2004,11,"98038",2080,5100,73
"9469",291500,4,2.5,1770,5000,2,0,0,3,7,1770,0,2004,11,"98038",2080,5100,83
"12359",324950,4,2.5,1770,5000,2,0,0,3,7,1770,0,2004,11,"98038",2080,5100,294
"13635",353500,4,2.5,1770,9239,2,0,0,3,7,1770,0,2004,11,"98038",2150,5450,151
"9864",378000,3,2.5,2150,11672,2,0,0,3,8,2150,0,2004,11,"98038",2150,5450,100
"8691",404000,3,2.5,2370,4324,2,0,0,3,8,2370,0,2006,9,"98038",2370,4348,353
"2754",346950,3,2.5,2040,4348,2,0,0,4,8,2040,0,2006,9,"98038",2380,4348,83
"6574",366000,3,2.5,2370,4375,2,0,0,3,8,2370,0,2006,9,"98038",2380,4606,283
"304",208633,3,2.5,2040,3810,2,0,0,3,8,2040,0,2006,9,"98038",2370,4590,334
"15439",278226,4,2.5,2390,4639,2,0,0,3,8,2390,0,2006,9,"98038",2390,4521,259
"9169",353000,4,2.5,2300,4249,2,0,0,3,8,2300,0,2006,9,"98038",2390,4385,264
"10744",371000,4,2.5,2550,4770,2,0,0,3,8,2550,0,2005,10,"98038",2380,4590,49
"7713",775000,5,2.75,3750,12077,2,0,4,3,10,3750,0,2005,10,"98038",3120,7255,325
"11710",589450,4,2.5,3190,7941,2,0,0,3,10,3190,0,2005,10,"98038",3190,7255,206
"2539",490000,4,3.5,3200,6420,2,0,0,3,9,3200,0,2006,9,"98038",3200,6291,349
"6421",585000,4,3,3400,5100,2,0,0,3,9,3400,0,2006,9,"98038",3400,5672,325
"16674",448000,4,2.5,2510,6853,2,0,2,3,9,2510,0,2006,9,"98038",3400,6965,49
"2243",525000,4,2.5,2910,7631,2,0,2,3,9,2910,0,2006,9,"98038",3190,5552,31
"11336",515000,4,3.5,3400,5222,2,0,0,3,9,3400,0,2005,10,"98038",3190,5326,308
"683",609900,4,2.5,3190,7399,2,0,0,3,10,3190,0,2006,9,"98038",3250,7323,38
"7561",679000,4,2.5,3680,7236,2,0,0,3,10,3680,0,2006,9,"98038",3310,7180,371
"7911",616000,4,2.5,3440,6915,2,0,0,3,10,3440,0,2006,9,"98038",3200,6915,189
"16780",589950,4,2.5,3190,8195,2,0,0,3,10,3190,0,2006,9,"98038",3400,7607,53
"13227",459950,4,2.5,2800,6567,2,0,0,3,9,2800,0,2006,9,"98038",3400,5900,146
"4786",429000,3,2.5,2530,8820,2,0,0,3,8,2530,0,1997,18,"98031",2340,9472,368
"13963",280000,3,1.75,1590,27200,1.5,0,0,4,6,1590,0,1926,89,"98038",1820,74052,32
"17198",110000,3,1,1250,53143,1,0,0,5,6,1250,0,1945,70,"98038",1820,217800,10
"9301",4e+05,5,2.75,2470,19200,1,0,0,5,8,1250,1220,1977,38,"98058",2140,35140,215
"11938",455000,4,1.75,2050,94525,1,0,0,4,7,1250,800,1959,56,"98058",2270,47480,35
"16579",249000,3,1.5,1180,11579,1,0,0,4,7,1180,0,1962,53,"98058",1780,22486,329
"18349",255950,4,1,1500,11050,1,0,0,5,7,1500,0,1964,51,"98058",1970,20800,175
"6323",289000,3,1.5,1970,22486,1,0,0,4,6,1970,0,1968,47,"98058",1850,20160,130
"14511",380000,3,2.5,2150,25705,1.5,0,0,3,6,2150,0,1980,6,"98058",1850,20160,306
"20549",460000,3,2.5,2390,47480,2,0,0,3,9,2390,0,2007,8,"98058",1720,44866,145
"1145",225500,4,2,1440,7950,1,0,0,5,6,1440,0,1962,53,"98058",1530,20037,82
"16684",420000,4,2.75,2400,20000,1,0,0,3,8,1170,1230,1961,0,"98058",1690,20000,322
"1286",270000,3,1,1240,14110,1,0,0,4,7,1240,0,1972,43,"98058",2060,19350,130
"9175",240000,3,2,1100,6360,1,0,0,3,7,1100,0,1991,24,"98038",1620,6360,167
"6219",215000,3,2,1280,6994,1,0,0,3,7,1280,0,1991,24,"98038",1290,7514,256
"6568",280000,3,2,1280,7633,1,0,0,3,7,1280,0,1991,24,"98038",1450,6783,306
"8348",756000,4,2.25,2160,5600,1,0,0,5,7,1080,1080,1947,68,"98119",1850,5150,48
"16297",620000,3,1.75,2140,5808,1,0,1,3,7,1070,1070,1947,68,"98119",1930,5808,259
"12684",705000,4,2,1820,5001,2,0,0,3,7,1820,0,1947,13,"98119",1440,5408,201
"15368",650000,4,1.5,2480,6383,1,0,0,3,7,1380,1100,1946,69,"98119",1440,6000,269
"509",615000,2,1,1540,6872,1,0,0,4,7,820,720,1946,69,"98119",1420,5538,6
"3766",750000,3,2.75,2520,5401,1,0,0,4,7,1360,1160,1946,69,"98119",1800,5036,5
"18750",255000,3,2,1490,8371,1.5,0,0,3,7,1490,0,1984,31,"98031",1350,7846,21
"615",242000,3,1.75,1280,7524,1.5,0,0,4,7,1280,0,1988,27,"98031",1500,7777,46
"16033",374990,3,2.5,1300,10484,2,0,0,3,8,1300,0,1983,32,"98028",1380,7868,333
"7143",320000,3,1.75,2220,11646,1,0,0,3,7,1270,950,1950,65,"98028",1490,10003,66
"10066",315000,2,2.25,1290,2436,2,0,0,3,7,1290,0,1984,31,"98052",1360,3088,179
"4573",549900,5,2.75,3060,7015,1,0,0,5,8,1600,1460,1979,36,"98146",2190,7600,8
"11425",950000,3,3.25,3050,18892,1,1,4,4,8,1650,1400,1962,53,"98198",1170,70973,49
"18618",568000,4,1.75,2790,17476,1,0,2,3,7,1450,1340,1956,59,"98166",2790,16401,67
"16129",367500,4,2,1960,16015,1,0,0,3,7,1960,0,1980,35,"98002",1960,16015,111
"13719",220000,4,1.75,1530,18400,1.5,0,0,4,6,1530,0,1938,77,"98002",1620,13535,95
"15566",560000,3,2.5,3440,103672,2,0,0,3,9,3440,0,1990,25,"98038",2710,112820,147
"19102",570000,4,2.5,3420,115434,2,0,0,3,9,3420,0,1989,26,"98038",3250,111513,173
"19852",515000,3,2.5,2610,5845,2,0,0,3,8,2610,0,2005,10,"98059",2810,5000,101
"9992",419000,3,2.5,2170,4517,2,0,0,3,8,2170,0,2002,13,"98059",2610,4770,251
"18527",482000,3,2.5,2950,6545,2,0,0,3,8,2950,0,2003,12,"98059",2400,6550,299
"12888",340000,3,2.5,2240,6000,2,0,0,3,8,2240,0,2003,12,"98059",2400,6000,291
"11189",442250,3,2.5,2170,8169,2,0,0,3,8,2170,0,2003,12,"98059",2240,6733,270
"11000",540000,4,2.75,2830,7334,2,0,0,3,8,2830,0,2005,10,"98059",2830,7378,350
"8778",540000,4,2.5,2600,9935,2,0,0,3,8,2600,0,2005,10,"98059",2830,7620,81
"512",480000,4,2.5,2600,7787,2,0,0,3,8,2600,0,2005,10,"98059",2830,7787,307
"17295",515500,4,2.75,2830,8126,2,0,0,3,8,2830,0,2005,10,"98059",2830,7916,258
"8489",239950,3,1,1140,8366,1,0,0,5,6,1140,0,1943,72,"98058",960,7200,46
"13827",199000,2,1,720,7200,1,0,0,5,6,720,0,1943,72,"98058",970,8027,22
"7881",150000,2,1,790,7275,1,0,0,4,6,790,0,1944,71,"98058",850,7399,144
"12331",162248,2,1,800,8960,1,0,0,4,6,800,0,1944,71,"98058",850,8082,362
"1549",150000,2,1,1100,7200,1,0,0,4,6,1100,0,1944,71,"98058",1390,7200,327
"17089",295000,4,2.5,2290,4539,2,0,0,3,7,2290,0,2001,14,"98058",1710,7200,27
"3797",169500,2,1,790,7450,1,0,0,4,6,790,0,1944,71,"98058",800,7450,90
"2300",252000,3,1.75,1430,7700,1,0,0,4,7,980,450,1981,34,"98031",1430,8625,332
"8551",350000,5,1.75,2330,14322,1,0,0,4,7,1180,1150,1968,47,"98059",1690,10010,56
"5584",357500,3,1.5,1540,11858,1,0,0,4,7,1540,0,1966,49,"98059",1550,11473,297
"6368",320000,4,1.75,1730,9520,1,0,0,4,7,1730,0,1971,44,"98059",1550,11211,213
"6226",292000,3,2.25,1780,9720,1,0,0,3,8,1280,500,1981,34,"98059",1710,9790,307
"6205",314000,3,1.75,1620,9600,1,0,0,4,7,1620,0,1966,49,"98059",1660,10200,320
"11841",305495,3,1.75,2110,10200,2,0,0,4,7,2110,0,1966,49,"98059",1800,10200,12
"10584",266200,3,1.5,1430,9600,1,0,0,4,7,1430,0,1966,49,"98059",1590,10240,26
"8632",314950,3,1.75,1520,9600,1,0,0,4,7,1520,0,1967,48,"98059",1590,10183,297
"1662",331500,4,1.75,1820,14319,1,0,0,4,7,1820,0,1969,46,"98059",1440,10018,188
"258",315000,3,1.75,1580,11455,1,0,0,4,7,1200,380,1974,41,"98059",1550,10650,285
"18130",382880,3,2,1620,9566,1,0,0,4,7,1620,0,1968,47,"98059",1660,10011,374
"6602",290000,3,1.75,1280,10716,1,0,0,4,7,1280,0,1969,46,"98059",1440,9870,18
"13120",360000,6,2,2210,9870,2,0,0,4,7,2210,0,1969,20,"98059",1390,9912,327
"5304",99000,2,1,960,8236,1,0,0,2,6,960,0,1948,67,"98058",1260,8236,248
"15742",280500,3,1,1220,4541,1,0,0,3,7,890,330,1952,63,"98108",1670,3429,352
"7114",481000,4,2.5,2480,9869,1,0,0,4,8,1240,1240,1963,52,"98028",2230,10310,313
"3788",374950,3,2.5,2540,11562,1,0,1,3,8,1290,1250,1964,51,"98028",2230,10310,130
"12340",415000,6,1,1370,5080,1.5,0,0,3,6,1120,250,1931,84,"98106",1020,5080,263
"15919",960000,4,2.5,2820,5934,1,0,3,5,9,1770,1050,1952,63,"98116",2230,6000,91
"12382",670000,3,2.5,2050,6420,1,0,3,3,8,1730,320,1956,59,"98116",2370,7620,41
"16059",655000,4,1.75,2540,7620,1,0,3,3,8,1320,1220,1948,67,"98116",2540,8613,96
"7210",352500,4,2.5,2100,10750,1,0,2,4,8,2100,0,1967,48,"98023",2310,10425,229
"2429",350000,4,2.75,2990,11210,1,0,1,4,8,1880,1110,1977,38,"98023",2790,9858,327
"17452",465000,4,2.5,1930,9653,1,0,0,4,9,1930,0,1968,47,"98023",2100,10454,7
"20617",3e+05,4,2.5,2303,3826,2,0,0,3,8,2303,0,2006,9,"98092",2516,4500,60
"20134",388500,4,2.5,2718,6197,2,0,0,3,8,2718,0,2006,9,"98092",2667,5000,340
"10592",392000,4,3.75,2220,3797,1.5,0,0,4,6,1330,890,1917,98,"98108",1490,4340,136
"18166",267000,1,1,800,2480,1,0,0,4,6,800,0,1919,96,"98108",1490,4650,115
"1935",320000,4,1.75,1660,6200,1,0,0,4,6,830,830,1948,67,"98108",1780,5968,172
"19026",4e+05,2,2,2010,3797,1.5,0,0,3,7,1450,560,1922,11,"98108",1660,4650,95
"1072",360000,3,1,1050,9206,1.5,0,0,3,7,1050,0,1954,61,"98125",1380,6384,25
"5579",450000,3,2.25,1660,10247,1,0,0,5,7,1130,530,1968,47,"98034",1680,7637,146
"4798",369950,3,1,1110,7603,1,0,0,3,7,1110,0,1967,48,"98034",1260,8094,185
"6961",475000,3,1.75,1780,8033,1,0,0,2,7,1210,570,1977,38,"98034",1630,7508,280
"14534",325000,3,1,1150,7486,1,0,0,3,7,1150,0,1970,45,"98034",1510,7486,138
"18421",465000,3,2,1560,8509,1,0,0,3,8,790,770,1969,46,"98034",1410,7428,139
"9804",305000,3,1,910,8008,1,0,0,3,7,910,0,1971,44,"98034",1480,7404,309
"16485",469500,4,2.5,2090,7241,1,0,0,4,7,1140,950,2001,14,"98034",1510,7402,145
"2666",456150,3,2.25,1750,12408,1,0,0,5,7,1150,600,1962,53,"98155",1820,12977,216
"5998",152000,3,1.75,1070,7754,1,0,0,3,6,1070,0,1953,62,"98146",950,7740,264
"995",178500,2,1,740,6460,1,0,0,3,6,740,0,1953,62,"98146",1170,6975,80
"3805",304999,4,2.25,2270,9600,1,0,0,3,7,1290,980,1976,39,"98023",1930,15000,108
"756",316500,3,1.75,1600,14250,1,0,0,3,7,1070,530,1979,36,"98023",2140,14960,123
"2198",311750,4,2.25,2270,12000,1,0,0,4,7,1290,980,1976,39,"98023",2030,23980,280
"9427",255000,4,2,2560,12155,1,0,0,4,7,1350,1210,1960,55,"98003",1790,11906,139
"8357",585000,4,2.5,2430,6766,2,0,0,3,8,2430,0,1999,16,"98177",1820,6772,224
"16510",3e+05,2,1.75,1360,8100,1,0,0,3,7,860,500,1975,40,"98177",1830,6766,10
"14448",200126,3,2.5,2040,15463,1,0,0,3,8,1340,700,1968,47,"98003",2370,12672,132
"9218",310000,4,2.5,2660,12672,1,0,0,4,8,1740,920,1960,55,"98003",2280,12477,47
"5020",285000,3,1.5,1780,12231,1,0,0,4,8,1780,0,1956,59,"98003",2460,12663,167
"3105",283200,4,1.75,1830,12540,1,0,0,4,8,1130,700,1958,57,"98003",2020,12540,367
"7126",314500,3,1.75,1870,12381,1,0,0,4,8,1870,0,1957,58,"98003",1950,12667,5
"18532",390000,4,2.75,2500,12848,1,0,1,3,8,2120,380,1975,40,"98003",2370,12497,102
"669",290000,3,1.5,1950,15954,1,0,0,4,8,1950,0,1959,56,"98003",1940,12667,68
"8661",318000,3,1.75,1570,12506,1,0,0,4,8,1570,0,1959,56,"98003",2120,13243,273
"12356",305000,4,1.75,2251,12731,1,0,1,4,8,1390,861,1957,58,"98003",2520,12539,195
"4839",248000,3,1.75,1840,19501,1,0,0,4,8,1270,570,1972,43,"98003",1910,12000,335
"9603",460000,4,2.5,2680,11998,1,0,3,3,8,1510,1170,1960,55,"98003",2680,12746,356
"3997",318700,4,2.5,2770,19116,1,0,0,4,8,1600,1170,1961,54,"98003",2730,18429,194
"11907",810000,5,2.75,3847,17654,1,0,2,5,9,2299,1548,1975,40,"98003",2690,15344,112
"19582",340768,3,1.5,1510,11200,1,0,0,4,8,1510,0,1960,55,"98003",2110,12070,231
"10870",305000,5,2.5,2500,12220,1,0,0,3,8,1690,810,1962,53,"98003",2130,12000,278
"240",472000,6,2.5,4410,14034,1,0,2,4,9,2350,2060,1965,50,"98003",2600,13988,27
"4264",530000,4,2,2150,14161,1,0,2,3,8,1330,820,1966,49,"98003",2310,14034,355
"2301",357000,3,1.75,2400,14012,1,0,0,3,9,2400,0,1971,44,"98003",2800,13988,293
"17007",298000,3,1.75,1620,12825,1,0,0,3,8,1340,280,1962,53,"98003",2076,11200,367
"3967",235500,5,2.5,2340,13713,1,0,0,2,8,1670,670,1967,48,"98003",2080,11000,67
"10964",465000,6,3.25,4250,23326,1,0,3,3,10,2150,2100,1967,48,"98003",3370,15983,26
"8345",452000,5,2.5,5067,13315,1,0,2,3,9,3154,1913,1968,47,"98003",2860,13957,320
"12266",485000,4,2.75,2910,16362,1,0,2,4,9,2120,790,1969,46,"98003",2850,14904,354
"2558",649000,3,2.5,3410,13809,1,0,3,4,10,2450,960,1973,42,"98003",3410,14245,90
"16096",549000,5,2.5,3440,12350,1,0,2,4,9,1760,1680,1976,39,"98003",3440,12763,354
"17115",375000,3,2.75,2200,9600,1,0,3,4,8,1570,630,1977,38,"98003",2680,9896,222
"19465",480000,5,2.5,2732,9500,1,0,2,4,8,1870,862,1975,40,"98003",2720,10000,39
"10763",379750,4,2.75,2390,9650,1,0,2,3,8,1620,770,1976,39,"98003",2390,10000,195
"1922",740000,5,5,5774,31675,1,0,2,3,11,4490,1284,1984,31,"98003",3260,13200,12
"11448",514500,4,2.5,2990,9614,1,0,2,4,9,1740,1250,1976,39,"98003",3370,12085,245
"11514",349950,3,2.5,2140,7715,2,0,0,3,7,2140,0,1991,24,"98198",1990,7628,115
"1332",515000,2,2.25,2690,15000,1,0,2,3,8,1870,820,1987,28,"98023",2690,15000,256
"8828",565000,3,2.75,3210,15939,2,0,1,3,10,3210,0,1998,17,"98023",2870,15939,299
"14853",345000,2,1,1770,16660,1,0,3,3,8,1220,550,1957,58,"98023",2790,20504,215
"2840",280000,4,1.75,2250,16000,1,0,0,3,8,1450,800,1957,58,"98023",1930,16000,375
"9913",240000,5,1.75,2460,16000,1,0,0,3,7,1230,1230,1957,58,"98023",1990,16000,180
"11955",185000,5,1.75,1990,27810,1,0,0,3,7,1990,0,1955,60,"98023",2240,20000,74
"18423",217000,3,1,1000,12000,1,0,0,3,7,1000,0,1959,56,"98023",1490,14940,90
"6935",223000,3,1,1220,71191,1,0,0,3,6,1220,0,1952,63,"98023",1960,15378,318
"14161",212000,3,2.25,1900,18000,1,0,0,4,7,1280,620,1968,47,"98023",1920,15000,257
"17400",199000,3,1,1510,9100,1,0,0,3,7,1510,0,1966,49,"98003",1180,7220,73
"19076",205000,3,1,1180,8240,1,0,0,4,7,1180,0,1967,48,"98003",1180,7840,67
"4409",1705000,3,3,2490,27702,2,1,4,3,10,2490,0,2000,15,"98116",2580,12119,347
"11074",1662000,4,2.75,3520,19200,1,1,4,4,9,1950,1570,1951,64,"98136",2450,7000,166
"16740",554000,3,1.75,1760,10780,1,0,0,3,8,1760,0,1977,38,"98005",2090,10780,38
"2496",660000,4,1.75,1870,10450,1,0,0,3,8,1620,250,1978,37,"98005",2060,10450,334
"9006",431000,2,1.5,1300,4000,1.5,0,0,4,6,1300,0,1900,115,"98144",1480,4000,355
"12779",316000,4,2.5,2320,7379,2,0,0,3,8,2320,0,1987,28,"98003",2230,7614,143
"15814",335000,4,2.5,2520,7205,2,0,0,3,8,2520,0,1987,28,"98003",2350,7632,116
"4565",345000,4,2.5,2420,11481,1,0,0,3,8,1370,1050,1985,30,"98003",2290,8985,367
"7625",260000,3,1,1790,11884,1,0,0,3,7,1790,0,1951,64,"98031",1660,11513,116
"4768",6e+05,5,2.25,2760,6350,1,0,0,3,7,1380,1380,1958,57,"98126",2060,6342,285
"1240",645000,4,2.75,2340,6350,1,0,0,4,7,1310,1030,1974,41,"98126",2020,6350,367
"20704",1480000,3,3.25,3700,2264,2,0,0,3,11,2280,1420,1998,17,"98033",3930,2567,70
"6331",334950,3,1.75,1880,16262,1,0,0,5,7,1880,0,1980,35,"98059",1900,7972,136
"20722",507950,4,2.5,2630,6283,2,0,0,3,9,2630,0,2006,9,"98059",2630,7210,334
"398",365000,4,2,1940,25600,1,0,0,1,8,1940,0,1962,53,"98006",2000,10071,52
"8820",1005000,5,2,2440,3080,2,0,0,4,8,2440,0,1910,105,"98112",1640,3077,188
"656",1e+06,3,2.5,3180,10492,2,0,2,3,10,3180,0,1991,24,"98052",3000,9812,355
"7054",940000,4,2.75,3270,9231,2,0,0,3,10,3270,0,1995,20,"98052",3380,10154,319
"6853",195000,3,1.5,1200,7800,1,0,0,4,7,1200,0,1958,57,"98002",1390,8415,368
"16088",180000,3,2,1670,7056,1,0,0,4,7,1670,0,1958,57,"98002",1330,8415,109
